"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"QC9"	"p9t4"	"p9t3"	"p9t6"	"p9t5"	"p9t2"	"p1t2"	"K22"	"K21"	"K20"	"K25"	"K24"	"K23"	"p6t5"	"Blank2"	"p6t4"	"Blank3"	"p6t3"	"p6t2"	"Blank1"	"p7t3"	"p6t1"	"p7t4"	"p7t2"	"p7t5"	"p7t6"	"p6t7"	"p6t6"	"QC24"	"QC25"	"QC26"	"QC20"	"p8t6"	"QC21"	"p8t7"	"QC22"	"p8t4"	"QC23"	"p8t5"	"p8t2"	"p8t3"	"K1"	"K2"	"K9"	"p4t3"	"p4t2"	"K7"	"K8"	"p4t6"	"K3"	"p4t5"	"K4"	"p4t4"	"QC11"	"Blank4"	"p2t4"	"QC12"	"p2t5"	"p2t2"	"p3t6"	"QC10"	"p2t3"	"p3t5"	"QC15"	"p3t4"	"QC16"	"p3t3"	"QC13"	"p2t6"	"p3t2"	"QC14"	"p2t7"	"QC19"	"p5t3"	"p5t4"	"QC17"	"p5t5"	"QC18"	"p5t6"	"p5t2"	"K16"	"K17"	"K18"	"K19"	"p1t7"	"p1t6"	"p1t5"	"p1t4"	"p1t3"	"K13"	"K12"	"K15"	"K14"	"K11"	"K10"
"CHEBI:1582"	"C9H13NO2"	"C1(=CC(=CC=C1O)CCN)OC"	"InChI=1S/C9H13NO2/c1-12-9-6-7(4-5-10)2-3-8(9)11/h2-3,6,11H,4-5,10H2,1H3"	"3-Methoxytyramine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"1.828071484E7"	"3.282491195E7"	"1.948429505E7"	"3.840333694E7"	"2.504920296E7"	"865878.2115"	"1406311.018"	"1359117.184"	"1040176.403"	"543780.7245"	"845139.969"	"1047494.639"	"718758.2505"	"4.72202339E7"	"3800.4785"	"4.251601849E7"	"2206.4365"	"498910.6215"	"759727.593"	"1727.625"	"1.006057353E8"	"1802515.579"	"3.332638988E7"	"898072.092"	"12333900"	"1045825.5"	"538552.2385"	"9322409.179"	"1.533961321E7"	"1.428446191E7"	"1.409041456E7"	"1.335536419E7"	"5008721.959"	"1.477219503E7"	"1512257.862"	"1.530327931E7"	"5265051.817"	"1.49916066E7"	"58410.6225"	"727259.7245"	"1.545613421E8"	"1178712.785"	"595600.3525"	"975494.2655"	"5.865577805E7"	"1804648.326"	"1134822.183"	"1081147.844"	"1.227680968E7"	"1033923.792"	"4.538104666E7"	"1107834.895"	"2072459.193"	"1.754990748E7"	"1371.607"	"123739962"	"1.670617196E7"	"1.356305888E7"	"1609537.146"	"1131502.449"	"1.847230737E7"	"7.124048686E7"	"660802.268"	"1.46786769E7"	"309051.186"	"1.542546632E7"	"344628.5905"	"1.631202407E7"	"8764394.257"	"957051.0335"	"1.604472126E7"	"978316.7445"	"1.401421417E7"	"402344.0495"	"354744.1515"	"1.542003926E7"	"729796.618"	"1.388252271E7"	"792709.6545"	"735436.1585"	"781604.665"	"664257.9145"	"1228473.845"	"724864.2275"	"988647.0415"	"1.230536418E7"	"1.401154328E7"	"1.279869721E8"	"3.951761738E7"	"834005.3985"	"777612.644"	"957679.2895"	"1187467.313"	"1067132.046"	"1703051.471"
"CHEBI:17084"	"C5H8O5"	"OC(CCC(O)=O)C(O)=O"	"InChI=1S/C5H8O5/c6-3(5(9)10)1-2-4(7)8/h3,6H,1-2H2,(H,7,8)(H,9,10)"	"2-Hydroxyglutarate"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"3473303.603"	"760978.665"	"955232.8225"	"831308.4523"	"921143.7603"	"2187504.631"	"5569623.417"	"1947625.635"	"1428221.568"	"1166442.026"	"1873000.994"	"1337529.961"	"1788063.461"	"911954.4245"	"78558.663"	"824384.708"	"68532.3975"	"1090414.552"	"4813208.245"	"99971.5725"	"2305274.533"	"2930826.365"	"1775638.96"	"4115554.432"	"1321157.96"	"905681.907"	"1971538.295"	"739453.116"	"4797079.8"	"3671720.449"	"3196749.476"	"2759283.471"	"1549608.523"	"4012497.821"	"3402794.928"	"4016779.613"	"2343730.469"	"3965853.971"	"141647.6165"	"3676085.47"	"2419766.637"	"2562593.626"	"7410346.091"	"2506270.592"	"1356071.199"	"1632349.934"	"3178287.315"	"3407792.666"	"311637.6235"	"3953972.083"	"745668.3465"	"2438547.707"	"806087.3768"	"3296108.815"	"64435.928"	"605636.6673"	"2938811.882"	"584798.2565"	"2064046.138"	"1199587.682"	"3180944.245"	"1072730.68"	"1862218.384"	"3295531.984"	"743170.268"	"3328015.91"	"1083573.106"	"3158473.578"	"964170.7125"	"2695473.709"	"3075121.223"	"1684202.728"	"3142565.11"	"1421216.165"	"2298961.486"	"3221122.989"	"1532445.583"	"2791662.3"	"1405407.688"	"2057490.795"	"2418216.078"	"1646233.882"	"2175055.676"	"1072504.845"	"1566104.27"	"1030673.441"	"721708.738"	"774475.5839"	"854687.2336"	"2610322.203"	"2118281.953"	"2576801.756"	"1768927.857"	"2956885.003"	"2545969.254"
"CHEBI:89963"	"C6H11NO3"	"C(CNC(=O)CCC)(=O)O"	"InChI=1S/C6H11NO3/c1-2-3-5(8)7-4-6(9)10/h2-4H2,1H3,(H,7,8)(H,9,10)"	"Butyrylglycine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"135728.8"	"58438.672"	"32694.676"	"125857.444"	"143606.3905"	"91268.176"	"51677.18601"	"23938.62608"	"27134.554"	"57143.753"	"35355.179"	"47701.02807"	"69179.056"	"40148.8985"	"984.9785"	"23646.4235"	"987.1835"	"50461.722"	"64475.79"	"1489.3925"	"79891.362"	"72347.139"	"33406.8495"	"57617.52"	"79518.3255"	"57850.415"	"48326.092"	"55270.019"	"86028.6705"	"63458.9435"	"57782.87"	"64708.772"	"282549.0925"	"82047.4265"	"154557.927"	"88312.7555"	"116593.915"	"70224.1995"	"21018.37121"	"53459.6355"	"152919.904"	"158168.7675"	"78651.6195"	"13956.3755"	"31902.007"	"41805.524"	"38109.2325"	"31714.067"	"53741.3125"	"22581.2785"	"54255.3505"	"32932.217"	"31681.199"	"139753.813"	"623.6495"	"34120.3835"	"129187.1145"	"103846.4565"	"67912.1005"	"45459.2585"	"124765.0235"	"20534.778"	"31932.53385"	"105985.6545"	"27140.8815"	"107859.9845"	"19458.4485"	"121727.151"	"297685.441"	"100894.6525"	"110393.6865"	"39680.954"	"100949.452"	"78741.7745"	"65502.516"	"110696.6215"	"59021.073"	"88745.859"	"281817.301"	"157815.9535"	"60797.4275"	"40414.86176"	"33642.3985"	"32285.2915"	"40509.8925"	"83699.135"	"23960.1045"	"24405.169"	"15740.6225"	"35577.0275"	"49907.5315"	"31136.607"	"48051.457"	"129486.2855"	"101409.6585"
"CHEBI:70979"	"C6H11NO3"	"CC(C)C(=O)NCC(O)=O"	"InChI=1S/C6H11NO3/c1-4(2)6(10)7-3-5(8)9/h4H,3H2,1-2H3,(H,7,10)(H,8,9)"	"Isobutyrylglycine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"135728.8"	"58438.672"	"32694.676"	"125857.444"	"143606.3905"	"91268.176"	"51677.18601"	"23938.62608"	"27134.554"	"57143.753"	"35355.179"	"47701.02807"	"69179.056"	"40148.8985"	"984.9785"	"23646.4235"	"987.1835"	"50461.722"	"64475.79"	"1489.3925"	"79891.362"	"72347.139"	"33406.8495"	"57617.52"	"79518.3255"	"57850.415"	"48326.092"	"55270.019"	"86028.6705"	"63458.9435"	"57782.87"	"64708.772"	"282549.0925"	"82047.4265"	"154557.927"	"88312.7555"	"116593.915"	"70224.1995"	"21018.37121"	"53459.6355"	"152919.904"	"158168.7675"	"78651.6195"	"13956.3755"	"31902.007"	"41805.524"	"38109.2325"	"31714.067"	"53741.3125"	"22581.2785"	"54255.3505"	"32932.217"	"31681.199"	"139753.813"	"623.6495"	"34120.3835"	"129187.1145"	"103846.4565"	"67912.1005"	"45459.2585"	"124765.0235"	"20534.778"	"31932.53385"	"105985.6545"	"27140.8815"	"107859.9845"	"19458.4485"	"121727.151"	"297685.441"	"100894.6525"	"110393.6865"	"39680.954"	"100949.452"	"78741.7745"	"65502.516"	"110696.6215"	"59021.073"	"88745.859"	"281817.301"	"157815.9535"	"60797.4275"	"40414.86176"	"33642.3985"	"32285.2915"	"40509.8925"	"83699.135"	"23960.1045"	"24405.169"	"15740.6225"	"35577.0275"	"49907.5315"	"31136.607"	"48051.457"	"129486.2855"	"101409.6585"
"CHEBI:64390"	"C8H15NO3"	"CCCCCC(=O)NCC(O)=O"	"InChI=1S/C8H15NO3/c1-2-3-4-5-7(10)9-6-8(11)12/h2-6H2,1H3,(H,9,10)(H,11,12)"	"hexanoylglycine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"35781.321"	"9279.885351"	"5435.9975"	"12871.65314"	"6056.6705"	"51424.995"	"33861.188"	"13705.894"	"35242.8875"	"34952.8855"	"40739.115"	"37385.526"	"35711.05239"	"5526.870328"	"0"	"11394.8645"	"0"	"5739.9105"	"32666.30226"	"184.1136489"	"1793.256805"	"58320.3925"	"2937.013098"	"11516.428"	"4331.114"	"6464.7235"	"14706.221"	"14871.4115"	"30539.258"	"25116.4595"	"23942.4864"	"18694.84847"	"9717.653"	"21175.44005"	"23377.449"	"21218.07178"	"2875.26"	"28785.814"	"0"	"37095.5525"	"5452.096"	"101284.743"	"69463.303"	"39224.8475"	"6553.786404"	"15171.23"	"21672.994"	"32444.0815"	"7958.7855"	"33897.8615"	"8363.7155"	"37409.1195"	"3095.841558"	"30169.886"	"356.1875"	"3260.8775"	"26773.1395"	"5363.931562"	"20186.0705"	"5374.107189"	"26458.1775"	"6290.521488"	"3167.922823"	"20191.716"	"2517.15"	"20141.3925"	"722.244"	"31852.7815"	"19061.005"	"7578.770567"	"29075.8235"	"17699.6595"	"32183.114"	"5714.369"	"3500.461"	"23818.9505"	"5321.822968"	"27194.4475"	"13715.7205"	"17974.6415"	"22655.1195"	"45735.388"	"33069.35237"	"27040.5665"	"9344.2075"	"9396.995"	"3763.214787"	"2577.302356"	"3226.349738"	"51039.1855"	"29900.4625"	"28868.9155"	"34680.4445"	"69852.05"	"59083.47"
"CHEBI:86366"	"C7H13NO3"	"CCC(C)C(=O)NCC(O)=O"	"InChI=1S/C7H13NO3/c1-3-5(2)7(11)8-4-6(9)10/h5H,3-4H2,1-2H3,(H,8,11)(H,9,10)"	"2-methylbutyrylglycine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"435639.1945"	"229220.4892"	"79797.304"	"459314.2495"	"715961.667"	"167852.9665"	"101138.0381"	"248400.801"	"213916.6545"	"152192.6285"	"102941.7237"	"112831.5685"	"171720.9375"	"198000.8385"	"0"	"42707.578"	"1461.418"	"170236.7506"	"88272.4255"	"257.2703377"	"154739.5622"	"150661.93"	"151505.6854"	"224004.0955"	"672096.358"	"488007.253"	"195189.0675"	"123529.504"	"289732.585"	"198399.2781"	"165603.589"	"223456.7055"	"706884.6345"	"275334.1775"	"351788.7999"	"239725.022"	"253889.3505"	"244825.893"	"54544.9665"	"209739.888"	"331114.8595"	"460273.4485"	"150002.1555"	"64447.626"	"73878.83"	"113885.3755"	"53927.778"	"77586.1495"	"554609.5425"	"166099.7555"	"172122.1075"	"113742.5165"	"233925.812"	"425481.892"	"631.1754997"	"55092.1945"	"380766.8225"	"320456.594"	"73887.58118"	"260168.8655"	"458381.745"	"38922.56796"	"180482.299"	"352263.286"	"106336.8455"	"344878.358"	"112373.8585"	"380633.2135"	"1091749.927"	"77137.822"	"354195.257"	"325364.5005"	"324204.2923"	"94702.674"	"55377.8865"	"320931.966"	"83584.31144"	"326782.647"	"405886.8238"	"119212.9643"	"206019.1245"	"129741.7825"	"56039.76898"	"131299.223"	"211178.945"	"423025.3825"	"186855.719"	"63146.32953"	"35979.33678"	"178298.7705"	"55267.1489"	"104833.2935"	"290721.291"	"309174.9245"	"252684.8045"
"CHEBI:70984"	"C7H13NO3"	"CC(C)CC(=O)NCC(O)=O"	"InChI=1S/C7H13NO3/c1-5(2)3-6(9)8-4-7(10)11/h5H,3-4H2,1-2H3,(H,8,9)(H,10,11)"	"isovalerylglycine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"435639.1945"	"229220.4892"	"79797.304"	"459314.2495"	"715961.667"	"167852.9665"	"101138.0381"	"248400.801"	"213916.6545"	"152192.6285"	"102941.7237"	"112831.5685"	"171720.9375"	"198000.8385"	"0"	"42707.578"	"1461.418"	"170236.7506"	"88272.4255"	"257.2703377"	"154739.5622"	"150661.93"	"151505.6854"	"224004.0955"	"672096.358"	"488007.253"	"195189.0675"	"123529.504"	"289732.585"	"198399.2781"	"165603.589"	"223456.7055"	"706884.6345"	"275334.1775"	"351788.7999"	"239725.022"	"253889.3505"	"244825.893"	"54544.9665"	"209739.888"	"331114.8595"	"460273.4485"	"150002.1555"	"64447.626"	"73878.83"	"113885.3755"	"53927.778"	"77586.1495"	"554609.5425"	"166099.7555"	"172122.1075"	"113742.5165"	"233925.812"	"425481.892"	"631.1754997"	"55092.1945"	"380766.8225"	"320456.594"	"73887.58118"	"260168.8655"	"458381.745"	"38922.56796"	"180482.299"	"352263.286"	"106336.8455"	"344878.358"	"112373.8585"	"380633.2135"	"1091749.927"	"77137.822"	"354195.257"	"325364.5005"	"324204.2923"	"94702.674"	"55377.8865"	"320931.966"	"83584.31144"	"326782.647"	"405886.8238"	"119212.9643"	"206019.1245"	"129741.7825"	"56039.76898"	"131299.223"	"211178.945"	"423025.3825"	"186855.719"	"63146.32953"	"35979.33678"	"178298.7705"	"55267.1489"	"104833.2935"	"290721.291"	"309174.9245"	"252684.8045"
"CHEBI:40992"	"C5H9NO3"	"C[C@H](NC(C)=O)C(O)=O"	"InChI=1S/C5H9NO3/c1-3(5(8)9)6-4(2)7/h3H,1-2H3,(H,6,7)(H,8,9)/t3-/m0/s1"	"N-Acetyl-L-alanine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"548807.4238"	"0"	"0"	"0"	"314264.7343"	"394385.5401"	"682157.5385"	"1867.620093"	"38659.01488"	"45779.313"	"41079.20581"	"7770.812905"	"34265.3445"	"80826.96418"	"3350.3305"	"134230.7285"	"3404.788"	"285182.5155"	"554058.0234"	"2921.243"	"393744.6067"	"0"	"212127.5011"	"330946.6293"	"283558.8192"	"25163.33729"	"0"	"100504.7144"	"203136.7029"	"159395.5861"	"339688.3346"	"123379.776"	"797456.9781"	"467663.7521"	"0"	"98228.49712"	"1462500.656"	"300050.2881"	"208871.8745"	"259820.8595"	"1013408.613"	"65203.675"	"235643.469"	"93970.6135"	"222177.311"	"295283.302"	"118094.0015"	"51904.14592"	"90705.03"	"41713.9255"	"117673.16"	"55292.594"	"58443.523"	"548584.9006"	"3198.156"	"227459.4918"	"530063.0263"	"233362.6395"	"840775.2403"	"0"	"530170.0689"	"144467.8462"	"0"	"512589.4331"	"97013.18213"	"282008.68"	"198402.0135"	"523282.2937"	"310911.8285"	"1638999.608"	"459378.7851"	"0"	"499918.6558"	"261121.7762"	"165400.6112"	"466924.5036"	"0"	"444284.7686"	"487603.745"	"3203549.081"	"29260.9465"	"26604.8415"	"43090.7245"	"28166.288"	"0"	"171280.4384"	"94424.2343"	"155915.2625"	"116414.087"	"80996.3205"	"58388.074"	"103328.4925"	"50204.036"	"235957.934"	"64167.4505"
"CHEBI:82912"	"C7H7NO4"	"O1C=CC=C1C(NCC(O)=O)=O"	"InChI=1S/C7H7NO4/c9-6(10)4-8-7(11)5-2-1-3-12-5/h1-3H,4H2,(H,8,11)(H,9,10)"	"2-Furoylglycine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"104675.02"	"83484.91965"	"42906.70311"	"149716.9005"	"157970.9396"	"79795.30053"	"69117.273"	"49243.61524"	"47715.31999"	"51547.58494"	"57187.1055"	"36300.9327"	"66840.64372"	"77133.27662"	"1956.7905"	"70330.14165"	"3713.038"	"80532.7575"	"115195.8029"	"2399.61"	"129115.344"	"76524.0065"	"45578.668"	"101915.4217"	"51757.43543"	"38586.251"	"40217.91885"	"72580.27243"	"95929.954"	"74467.995"	"60676.675"	"74336.017"	"76441.01617"	"84770.89777"	"103059.2693"	"82433.7215"	"55578.9052"	"73427.831"	"10266.058"	"55794.37001"	"77460.5115"	"58040.38318"	"29767.40932"	"29437.70346"	"75253.574"	"54785.31139"	"36922.52788"	"46480.77619"	"27819.86313"	"38357.59486"	"56199.757"	"56964.86367"	"94886.2185"	"133393.037"	"4985.541"	"75840.877"	"123500.5063"	"36828.446"	"42475.3885"	"78797.652"	"119084.703"	"43808.4765"	"44257.44659"	"118470.6219"	"25152.67613"	"118137.6885"	"36138.52484"	"123716.0992"	"46248.23971"	"53102.27758"	"121457.0988"	"29274.97986"	"98373.384"	"47607.42042"	"37276.97099"	"96969.2595"	"46676.195"	"84915.048"	"85022.1805"	"60159.77873"	"38627.79802"	"27749.15627"	"43177.02259"	"47412.79897"	"14951.96404"	"61039.48324"	"38907.92725"	"64673.2025"	"19077.88007"	"41219.99939"	"27041.31476"	"43606.83998"	"52143.87798"	"41855.86083"	"53025.0725"
"CHEBI:28631"	"C9H10O2"	"OC(=O)CCc1ccccc1"	"InChI=1S/C9H10O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)"	"Hydrocinnamic acid"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"67698.838"	"141210.723"	"71595.707"	"111205.3435"	"113130.914"	"19356.0229"	"20686.73003"	"6253.0605"	"11664.85393"	"7006.611792"	"16071.77883"	"5725.823586"	"9627.816"	"12791.428"	"7932.881"	"17686.7875"	"8313.521704"	"31269.737"	"9647.076"	"10919.22936"	"102146.2895"	"6298.169465"	"151919.391"	"19367.7735"	"184377.6885"	"68026.28617"	"16160.2005"	"17596.9865"	"65236.625"	"38718.7675"	"41975.46439"	"47177.2375"	"81293.68076"	"55848.3225"	"785780.631"	"35852.27497"	"124056.2751"	"45803.751"	"12200.4155"	"15460.4395"	"111853.598"	"9147.374"	"14376.791"	"5144.6865"	"33866.439"	"14789.312"	"15685.5275"	"11403.561"	"34643.86425"	"10785.63879"	"45741.73877"	"10470.0135"	"31639.452"	"61098.371"	"6597.357644"	"57793.852"	"71865.3435"	"77711.1175"	"25683.9095"	"81982.78489"	"66216.56805"	"11153.5592"	"65658.18206"	"72423.0615"	"52662.4335"	"62134.2015"	"17911.3793"	"71656.6655"	"106615.7025"	"44451.259"	"70834.7135"	"28326.065"	"64025.163"	"41700.75419"	"91051.92053"	"37532.3473"	"93554.817"	"53937.0935"	"133196.931"	"22028.875"	"7270.5035"	"4026.917425"	"8980.243061"	"5232.54423"	"55902.358"	"87989.6495"	"37126.12857"	"24992.44324"	"35927.3245"	"4206.0285"	"8570.708983"	"9990.127583"	"7188.197194"	"6309.581"	"9761.3705"
"CHEBI:30997"	"C6H10O5"	"O[C@@H]1[C@H]2CO[C@H](O2)[C@H](O)[C@H]1O"	"InChI=1S/C6H10O5/c7-3-2-1-10-6(11-2)5(9)4(3)8/h2-9H,1H2/t2-,3-,4+,5-,6-/m1/s1"	"1,6-Anhydro--D-glucose"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"1.744947699E7"	"5.816359837E7"	"2.297140247E7"	"2.194265605E7"	"5.50572245E7"	"857762.521"	"337631.1625"	"117940.472"	"84809.115"	"2400123.451"	"116767.9304"	"767021.3045"	"1991814.058"	"4.65595673E7"	"4219.4365"	"3.729750783E7"	"2985.908"	"2.307588449E7"	"6915416.024"	"3737.028"	"39014900"	"2237402.53"	"2.957870061E7"	"3072871.665"	"3.681245937E7"	"2.626057145E7"	"4111986.958"	"3.09110867E7"	"1.773667645E7"	"1.437024309E7"	"1.381202529E7"	"1.382023476E7"	"4.245234782E7"	"1.483136122E7"	"3.285730949E7"	"1.365485662E7"	"4.749199522E7"	"1.46282336E7"	"3102211.837"	"1794126.074"	"4.710091495E7"	"218498.2735"	"274530.6268"	"97439.333"	"1.813260927E7"	"395122.0545"	"997189.903"	"963650.754"	"1.399550143E7"	"120770.198"	"3.406500338E7"	"376345.225"	"2.107532951E7"	"1.860893195E7"	"2201.111"	"2.289130726E7"	"1.831183582E7"	"1.776799759E7"	"2295258.849"	"3.046437236E7"	"1.793241569E7"	"1.567560255E7"	"1.812999749E7"	"1.834646334E7"	"7267117.585"	"1.659224824E7"	"8256654.091"	"1.95685817E7"	"2.253961311E7"	"1058303.683"	"1.743599358E7"	"275412.5665"	"1.83664635E7"	"1.413868302E7"	"1.784808887E7"	"1.592483114E7"	"2.51830852E7"	"1.567671033E7"	"2.366929349E7"	"1482465.088"	"376887.8395"	"125309.4867"	"279232.677"	"626005.8685"	"3889674.049"	"2.429654079E7"	"1.256198737E7"	"2.83472659E7"	"1.11554962E7"	"228852.121"	"145290.273"	"103907.948"	"483211.1115"	"223433.7536"	"222981.1806"
"CHEBI:17929"	"C8H18N4O2"	"CN(C)C(=N)NCCC[C@H](N)C(O)=O"	"InChI=1S/C8H18N4O2/c1-12(2)8(10)11-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H2,10,11)(H,13,14)/t6-/m0/s1"	"N,N-Dimethylarginine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"580464.227"	"386959.149"	"149377.082"	"401395.9382"	"615548.7035"	"343817.1005"	"355285.2295"	"331283.6765"	"373161.917"	"163882.0075"	"236486.671"	"153436.716"	"227367.6832"	"351903.743"	"1903.124"	"330125.4905"	"1251.84"	"349992.3045"	"269979.743"	"2122.704"	"430676.877"	"275299.986"	"119023.441"	"331107.3185"	"158789.9255"	"112583.3275"	"237369.52"	"264447.966"	"379316.4125"	"258583.9365"	"272144.023"	"271790.3475"	"357696.1515"	"313211.701"	"328885.7905"	"292579.1065"	"313507.6125"	"298636.3922"	"29305.333"	"255191.367"	"354409.8345"	"388820.418"	"291436.5555"	"160246.7877"	"241637.6575"	"245364.0132"	"240773.3105"	"212785.995"	"114081.917"	"305283.146"	"188809.251"	"252634.8855"	"396042.1805"	"498633.8692"	"1189.632"	"194115.713"	"444861.7694"	"121050.3373"	"75430.2715"	"414270.2545"	"532212.0835"	"126551.299"	"191230.4445"	"403255.426"	"121589.825"	"380432.3549"	"170441.7571"	"464717.5909"	"148809.079"	"121340.28"	"411207.7005"	"150578.8615"	"417688.129"	"212828.2605"	"137177.6705"	"414456.0175"	"203031.057"	"373664.9995"	"245916.873"	"151043.976"	"202802.4785"	"205984.442"	"260229.566"	"184405.5105"	"204858.3089"	"226880.879"	"192905.5945"	"208737.668"	"154681.964"	"226222.136"	"138223.5935"	"285926.2525"	"221627.43"	"363471.5175"	"228429.02"
"CHEBI:43580"	"C11H11NO2"	"OC(=O)CCc1c[nH]c2ccccc12"	"InChI=1S/C11H11NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6H2,(H,13,14)"	"3-Indolepropionicacid"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"184283.7425"	"58245.736"	"63518.37"	"63522.1635"	"67178.5155"	"121810.804"	"104650.1085"	"52387.186"	"55034.5565"	"52674.37"	"40390.393"	"64426.627"	"47566.793"	"68469.83733"	"203.5591622"	"70903.20684"	"615.089"	"66521.511"	"91095.427"	"558.689"	"110448.933"	"68325.573"	"32272.0865"	"102146.39"	"40335.0545"	"46512.6645"	"30346.1705"	"69770.103"	"116670.936"	"90203.7255"	"93009.511"	"87928.94"	"81762.715"	"102554.735"	"73645.397"	"74945.1935"	"121558.4525"	"95727.3175"	"4356.83814"	"73039.35305"	"89469.189"	"69626.4055"	"105164.2215"	"54940.9325"	"76023.3415"	"86926.9485"	"43510.834"	"38738.222"	"33420.9035"	"45894.1875"	"55789.6875"	"59479.253"	"86266.367"	"135775.584"	"245.7212466"	"44382.446"	"145985.262"	"32067.82"	"57564.723"	"108165.753"	"146194.53"	"37933.719"	"41242.612"	"107267.783"	"31202.8705"	"126279.1795"	"42388.2845"	"125978.411"	"41598.0145"	"87366.955"	"105197.715"	"20893.3865"	"113140.789"	"75661.723"	"68728.4835"	"113717.009"	"111435.95"	"88399.4195"	"128322.6249"	"138787.224"	"46952.863"	"65016.989"	"68922.959"	"30247.9675"	"15985.0485"	"67026.59393"	"29652.7235"	"40864.5885"	"23805.771"	"69429.639"	"52371.84"	"88917.8385"	"52136.2565"	"68409.232"	"88581.292"
"CHEBI:43355"	"C8H7NO4S"	"OS(=O)(=O)Oc1c[nH]c2ccccc12"	"InChI=1S/C8H7NO4S/c10-14(11,12)13-8-5-9-7-4-2-1-3-6(7)8/h1-5,9H,(H,10,11,12)"	"Indoxylsulfate"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"5353623.319"	"211592.5555"	"603953.684"	"98381.382"	"154451.6955"	"1363176.538"	"2540017.478"	"889465.9765"	"1730551.365"	"4674955.637"	"4851649.067"	"3748078.651"	"2777329.789"	"576203.9735"	"27574.946"	"725586.071"	"1199.724"	"2113822.166"	"3001644.603"	"1199.293"	"3144346.064"	"3669130.179"	"995559.104"	"3246183.096"	"706051.737"	"248007.164"	"7079265.201"	"620688.59"	"3985031.656"	"2827274.567"	"2590656.19"	"2727727.805"	"349788.211"	"3325151.82"	"65965.288"	"3253045.288"	"545332.4915"	"2900616.548"	"48974.229"	"1111713.14"	"1213325.23"	"4023990.808"	"5605444.114"	"1649556.657"	"735531.556"	"413576.816"	"1637960.772"	"1770430.285"	"300122.376"	"2386809.949"	"177455.7255"	"5050003.33"	"370028.0335"	"5060279.239"	"29965.946"	"377927.411"	"4647930.693"	"72896.05"	"445211.9679"	"198437.2135"	"5194584.733"	"366474.6425"	"284267.441"	"4340880.081"	"466605.342"	"3925143.928"	"848598.718"	"4584302.78"	"441397.647"	"1721573.064"	"4183621.105"	"1.903490644E7"	"4318076.566"	"1228797.944"	"905784.3255"	"3863489.874"	"1739082.533"	"3741704.677"	"5809499.944"	"868698.094"	"3770772.634"	"2405381.682"	"2012282.362"	"3765458.611"	"605302.3145"	"359543.517"	"178166.19"	"352414.639"	"570607.803"	"3896670.679"	"576559.7755"	"4432299.25"	"2439920.942"	"3343616"	"1.267041577E7"
